1012MN	101751893	Amsterdam		locality	16
1012PD	101751893	Amsterdam		locality	16
1012RX	101751893	Amsterdam		locality	16
1012TX	101751893	Amsterdam		locality	16
1012VJ	101751893	Amsterdam		locality	16
1012WK	101751893	Amsterdam		locality	16
1012XB	101751893	Amsterdam		locality	16
1012BD	101751893	Amsterdam		locality	15
1012GC	101751893	Amsterdam		locality	15
1012KM	101751893	Amsterdam		locality	15
1012LB	101751893	Amsterdam		locality	15
1012AX	101751893	Amsterdam		locality	14
1012BE	101751893	Amsterdam		locality	14
1012GW	101751893	Amsterdam		locality	14
1012KS	101751893	Amsterdam		locality	14
1012LG	101751893	Amsterdam		locality	14
1012MZ	101751893	Amsterdam		locality	14
1012PW	101751893	Amsterdam		locality	14
1012CS	101751893	Amsterdam		locality	13
1012GX	101751893	Amsterdam		locality	13
1012LD	101751893	Amsterdam		locality	13
1012MP	101751893	Amsterdam		locality	13
1012PA	101751893	Amsterdam		locality	13
1012SK	101751893	Amsterdam		locality	13
1012SM	101751893	Amsterdam		locality	13
1012TB	101751893	Amsterdam		locality	13
1012TH	101751893	Amsterdam		locality	13
1012TR	101751893	Amsterdam		locality	13
1012VS	101751893	Amsterdam		locality	13
1012	101751893	Amsterdam		locality	12
1012DL	101751893	Amsterdam		locality	12
1012EA	101751893	Amsterdam		locality	12
1012ER	101751893	Amsterdam		locality	12
1012EV	101751893	Amsterdam		locality	12
1012GG	101751893	Amsterdam		locality	12
1012LV	101751893	Amsterdam		locality	12
1012ME	101751893	Amsterdam		locality	12
1012MX	101751893	Amsterdam		locality	12
1012PZ	101751893	Amsterdam		locality	12
1012RA	101751893	Amsterdam		locality	12
1012RJ	101751893	Amsterdam		locality	12
1012RL	101751893	Amsterdam		locality	12
1012VB	101751893	Amsterdam		locality	12
1012XN	101751893	Amsterdam		locality	12
1012HK	101751893	Amsterdam		locality	11
1012HS	101751893	Amsterdam		locality	11
1012LE	101751893	Amsterdam		locality	11
1012LT	101751893	Amsterdam		locality	11
1012MT	101751893	Amsterdam		locality	11
1012NP	101751893	Amsterdam		locality	11
1012PH	101751893	Amsterdam		locality	11
1012RG	101751893	Amsterdam		locality	11
1012XA	101751893	Amsterdam		locality	11
1012XP	101751893	Amsterdam		locality	11
1012CV	101751893	Amsterdam		locality	10
1012EG	101751893	Amsterdam		locality	10
1012LS	101751893	Amsterdam		locality	10
1012NS	101751893	Amsterdam		locality	10
1012NV	101751893	Amsterdam		locality	10
1012PN	101751893	Amsterdam		locality	10
1012WC	101751893	Amsterdam		locality	10
1012WZ	101751893	Amsterdam		locality	10
1012XD	101751893	Amsterdam		locality	10
1012XE	101751893	Amsterdam		locality	10
1012XH	101751893	Amsterdam		locality	10
1012XS	101751893	Amsterdam		locality	10
1012AP	101751893	Amsterdam		locality	9
1012JJ	101751893	Amsterdam		locality	9
1012JZ	101751893	Amsterdam		locality	9
1012KK	101751893	Amsterdam		locality	9
1012KZ	101751893	Amsterdam		locality	9
1012MG	101751893	Amsterdam		locality	9
1012MV	101751893	Amsterdam		locality	9
1012ND	101751893	Amsterdam		locality	9
1012WE	101751893	Amsterdam		locality	9
1012XW	101751893	Amsterdam		locality	9
1012AJ	101751893	Amsterdam		locality	8
1012AN	101751893	Amsterdam		locality	8
1012CN	101751893	Amsterdam		locality	8
1012DH	101751893	Amsterdam		locality	8
1012HJ	101751893	Amsterdam		locality	8
1012HR	101751893	Amsterdam		locality	8
1012JT	101751893	Amsterdam		locality	8
1012PC	101751893	Amsterdam		locality	8
1012PX	101751893	Amsterdam		locality	8
1012VZ	101751893	Amsterdam		locality	8
1012XG	101751893	Amsterdam		locality	8
1012ZK	101751893	Amsterdam		locality	8
1012CM	101751893	Amsterdam		locality	7
1012EE	101751893	Amsterdam		locality	7
1012GV	101751893	Amsterdam		locality	7
1012HD	101751893	Amsterdam		locality	7
1012KP	101751893	Amsterdam		locality	7
1012PP	101751893	Amsterdam		locality	7
1012PR	101751893	Amsterdam		locality	7
1012XC	101751893	Amsterdam		locality	7
1012CH	101751893	Amsterdam		locality	6
1012JW	101751893	Amsterdam		locality	6
1012PE	101751893	Amsterdam		locality	6
1012PG	101751893	Amsterdam		locality	6
1012PJ	101751893	Amsterdam		locality	6
1012PK	101751893	Amsterdam		locality	6
1012RH	101751893	Amsterdam		locality	6
1012SL	101751893	Amsterdam		locality	6
1012AM	101751893	Amsterdam		locality	5
1012HP	101751893	Amsterdam		locality	5
1012NR	101751893	Amsterdam		locality	5
1012NT	101751893	Amsterdam		locality	5
1012RC	101751893	Amsterdam		locality	5
1012AD	101751893	Amsterdam		locality	4
1012JK	101751893	Amsterdam		locality	4
1012KB	101751893	Amsterdam		locality	4
1012KN	101751893	Amsterdam		locality	4
